pdf_index,ref,title,introduction
pdf1316.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,A detailed description of N-gram LMS with Unigram and examples of how ...,N-gram language models
pdf1317.pdf,https://aclanthology.org/N18-1049.pdf,#L2.2 An interesting work that use n-gram embeddings to compose senten...,Sent2Vec: a simple unsupervised model allowing to compose sentence embeddings using word vectors along with n-gram embeddings.
pdf1318.pdf,https://aclanthology.org/N10-2012.pdf,#L2.2 An overview report of N-gram Applications by Microsoft,No Preview Available
pdf1319.pdf,https://link.springer.com/chapter/10.1007/11846406_41,#L2.2 A good discussion about why n-gram may not work well,Another Look at the Data Sparsity Problem
pdf1320.pdf,https://dev.to/amananandrai/language-models-in-nlp-21jn,More description of Statistical language models in lecture #L2.1.,Introduction to Statistical language models
pdf1321.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,#L2.3 More information on Bayesian smoothing,Dirichlet Prior Smoothing
pdf1322.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,#L2.2 Another description of smoothing methods in n-gram language mode...,3.5.1 Laplace Smoothing
pdf1323.pdf,https://jon.dehdari.org/teaching/uds/lt1/ngram_lms.pdf,Different smoothing techniques and examples # L2.3,No Preview Available
pdf1324.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,"A project on Unigram LM, explaining the effect of smoothing and bias-v...",No Preview Available
pdf1325.pdf,https://towardsdatascience.com/evolution-of-language-models-n-grams-word-embeddings-attention-transformers-a688151825d2,#L2.1 A more detailed history on language models,"Evolution of Language Models: N-Grams, Word Embeddings, Attention & Transformers"
pdf1326.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,Describing the Dirichlet Prior Smoothning - shows how it is Bayesian s...,Dirichlet Prior Smoothing overview #L2.3
pdf1327.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,Chapter 3 from Speech and Language Processing Textbook (Jurafsky et al...,Overview and examples of N-gram Language Models #L2.2
pdf1328.pdf,http://www.cs.cmu.edu/~akalai/coltfinal/node8.html,Overview of SLMs and a unique application in stocks #L2.1,Application to Statistical Language Modeling #L2.1
pdf1329.pdf,http://www.cs.cmu.edu/~akalai/coltfinal/node8.html,Overview of SLMs and a unique application in stocks,Application to Statistical Language Modeling #L2.1
pdf1330.pdf,https://www.cs.cmu.edu/~epxing/Class/10701-08s/recitation/dirichlet.pdf,Help understand Dirichlet Prior #L2.3,"Dirichlet Distribution, Dirichlet Process and
Dirichlet Process Mixture"
pdf1331.pdf,https://jofrhwld.github.io/teaching/courses/2022_lin517/lectures/ngram/02_smoothing.html,N-gram smoothing in python #L2.2,N-gram smoothing in python
pdf1332.pdf,http://www.foldl.me/2014/kneser-ney-smoothing/,Explanation of Kneser-Ney smoothing as mentioned in #L2.3,No Preview Available
pdf1333.pdf,https://devopedia.org/n-gram-model,Lists examples and applications of N-gram LMs #L2.1,No Preview Available
pdf1334.pdf,https://machinelearningmastery.com/statistical-language-modeling-and-neural-language-models/,Introduces Statistical Language Models as mentioned in #L2.1,No Preview Available
pdf1335.pdf,https://en.wikipedia.org/wiki/Vector_space_model,An overview of Vector space model (an alternative to language models) ...,No Preview Available
pdf1336.pdf,https://jon.dehdari.org/tutorials/lm_overview.pdf,A Short Overview of Statistical Language Models #L2.1,A Short Overview of Statistical Language Models
pdf1337.pdf,https://medium.com/codex/statistical-language-model-n-gram-to-calculate-the-probability-of-word-sequence-using-python-2e54a1084250,Statistical Language Model: N-gram example in python #L2.1,Statistical Language Model: N-gram to calculate the Probability of word sequence using Python.
pdf1339.pdf,https://medium.com/geekculture/grab-and-go-series-n-gram-model-8703279c70cb,Brief explanation of n-gram model that covered in the lecture #L2.2,Grab-and-go series: n-gram model
pdf1340.pdf,https://stats.stackexchange.com/questions/108797/in-naive-bayes-why-bother-with-laplace-smoothing-when-we-have-unknown-words-in,#L2.2 Why we have to consider the unseen word probability,"In Naive Bayes, why bother with Laplace smoothing when we have unknown words in the test set?"
pdf1341.pdf,https://stats.stackexchange.com/questions/83203/laplace-smoothing-and-dirichlet-prior,#L2.3 Laplace smoothing and Dirichlet prior,This is essentially the observation that the Dirichlet distribution is a conjugate prior for the multinomial distribution.
pdf1342.pdf,http://www.cs.cmu.edu/~czhai/paper/cikm2001-fb.pdf,#L4.2 Useful resource to go in depth of feedback as model interpolatio...,Model-based feedback to LMs
pdf1343.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,"#L3.2 Describes the Robertson Sparck Jones model, covering the notatio...",Robertson Sparck Jones model
pdf1344.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/using-query-likelihood-language-models-in-ir-1.html,Covers how to use query likelihood for ranking documents #L4.1,Query likelihood model
pdf1345.pdf,https://www.cs.cornell.edu/courses/cs6740/2010sp/guides/lec05.pdf,"Describes the Robertson Sparck Jones model, covering the notation, rep...",Robertson Sparck Jones model
pdf1346.pdf,https://aspoerri.comminfo.rutgers.edu/InfoCrystal/Ch_2.html,#L3.1 Overview of probabilistic model and its comparison with other ty...,Probabilistic Model #L3.1
pdf1347.pdf,https://courses.engr.illinois.edu/cs447/fa2018/Slides/Lecture04.pdf,Some N-gram Model Examples (with Smoothing) #L2.2,No Preview Available
pdf1348.pdf,https://monkeylearn.com/natural-language-processing/,#2.1 A brief introduction of NLP,No Preview Available
pdf1349.pdf,https://hyperskill.org/learn/step/24084,#L2.1: Different Language Models,Language Models
pdf1350.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,Wiki for smoothing for LMs #L2.3,Smoothing for Language Models
pdf1351.pdf,https://towardsdatascience.com/introduction-to-language-models-n-gram-e323081503d9,Introduction to N-Gram Language Models #L2.2,"Statistical language models, in its essence, are the type of models that assign probabilities to the sequences of words. In this article, we’ll understand the simplest model that assigns probabilit..."
pdf1352.pdf,https://gawron.sdsu.edu/compling/course_core/lectures/prob_parse.htm,Introduction to probabilistic context free grammar #L2.1,A probabilistic context free grammar is a context free grammar with probabilities attached to the rules.
pdf1353.pdf,https://www.youtube.com/watch?v=QGT6XTeA3YQ,#L2.2 Introduction to N-Gram Smoothing Techniques,No Preview Available
pdf1354.pdf,https://www.sciencedirect.com/science/article/pii/S0167639303001055,Statistical Language model adaptation. #L2.1,No Preview Available
pdf1355.pdf,https://builtin.com/data-science/beginners-guide-language-models,#L2.1 A Broad Overview of Language Models,No Preview Available
pdf1356.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,#2.2 Introduce to N-gram,No Preview Available
pdf1357.pdf,https://nlp.stanford.edu/IR-book/html/htmledition/using-query-likelihood-language-models-in-ir-1.html,A website from Stanford covers how to using query likelihood language ...,"Language modeling is a quite general formal approach to IR, with many variant realizations. The original and basic method for using language models in IR is the query likelihood model . In it, we c..."
pdf1358.pdf,http://boston.lti.cs.cmu.edu/callan/Workshops/lmir01/WorkshopProcs/Papers/lafferty.pdf,A paper explained the differences of two basic probabilistic retrieval...,No Preview Available
pdf1359.pdf,https://thegradient.pub/understanding-evaluation-metrics-for-language-models/,#L2.1 Perplexity in context of information bits and entropy,"Understanding perplexity, bits-per-character, and cross entropy"
pdf1360.pdf,https://arxiv.org/abs/2212.06002,"A pretty interesting topic mining paper that was recently published, r...","We propose an iterative framework, SeedTopicMine, which jointly learns from the three types of contexts and gradually fuses their context signals via an ensemble ranking process. Under various sets..."
pdf1361.pdf,https://analyticsindiamag.com/a-comprehensive-guide-to-maximum-likelihood-estimation-and-bayesian-estimation/,This page provides a nice comparison/examples between MLE and Bayesian...,"In statistics, the Bayesian estimation is a method of estimating the parameters by minimizing the posterior expected loss function where the posterior expected value is a conditional probability th..."
pdf1362.pdf,https://gnarlyware.com/blog/kl-divergence-online-demo/,This page contains an online demo of the KL divergence between compute...,KL Divergence Online Demo
pdf1363.pdf,https://medium.com/@dennyc/a-simple-numerical-example-for-kneser-ney-smoothing-nlp-4600addf38b8,Kneser-Ney Smoothing explained with an example #L2.3,No Preview Available
pdf1364.pdf,https://devopedia.org/n-gram-model,"Applications, Limitations and Evaluation of N-gram model #L2.2","An N-gram model is one type of a Language Model (LM), which is about finding the probability distribution over word sequences."
pdf1365.pdf,https://dev.to/amananandrai/language-models-in-nlp-21jn,Anatomy of Language Models #L2.1,"Language models power all the popular NLP applications we are familiar with like Google Assistant, Siri, Amazon’s Alexa, etc."
pdf1366.pdf,https://towardsdatascience.com/understanding-word-n-grams-and-n-gram-probability-in-natural-language-processing-9d9eef0fa058,An introduction to n-gram models for NLP #L2.2,No Preview Available
pdf1367.pdf,https://medium.com/@rachel_95942/language-models-and-rnn-c516fab9545b,An article that goes over n-grams and more advanced language models su...,No Preview Available
pdf1368.pdf,https://www.usna.edu/Users/cs/nchamber/courses/nlp/f13/slides/set4-smoothing.pdf,Smoothing Language Models #L2.2,No Preview Available
pdf1369.pdf,https://www.youtube.com/watch?v=nfBNOWv1pgE,#L2.3: Dirichlet distribution explained visually,No Preview Available
pdf1370.pdf,https://github.com/PangYunsheng8/Smoothing-Techniques-in-NLP/blob/master/smoothing.ipynb,Python Implementation of smoothing techniques commonly used in NLP men...,"Smoothing techniques commonly used in NLP
Laplacian (add-one) Smoothing
Lidstone (add-k) Smoothing
Absolute Discounting
Katz Backoff
Kneser-Ney Smoothing
Interpolation"
pdf1371.pdf,https://leimao.github.io/blog/Maximum-Likelihood-Estimation-Ngram/,A good blog for contents in #L2.2 and #L2.3. ML estimation for n-gram,No Preview Available
pdf1372.pdf,https://faculty.wcas.northwestern.edu/robvoigt/courses/2021_fall/ling334/assignments/a2.html,#L2.2 A good practice (homework) for N-Gram,No Preview Available
pdf1373.pdf,https://github.com/bentrevett/pytorch-pos-tagging,"#L2.1 Pytorch resources for the applications of SLMs, specifically PoS...",No Preview Available
pdf1374.pdf,https://web.stanford.edu/~jurafsky/slp3/3.pdf,N-gram Language Model,No Preview Available
pdf1375.pdf,https://machinelearningmastery.com/statistical-language-modeling-and-neural-language-models/,Neural Language Model,No Preview Available
pdf1376.pdf,http://mlwiki.org/index.php/Smoothing_for_Language_Models,different smoothing methods #2.3,No Preview Available
pdf1377.pdf,https://medium.com/mti-technology/n-gram-language-model-b7c2fc322799,A project about N-gram #2.2,No Preview Available
pdf1378.pdf,https://machinelearningmastery.com/statistical-language-modeling-and-neural-language-models/,into to SLM #2.1,"Gentle Introduction to Statistical Language Modeling and Neural Language Models
by Jason Brownlee on November 1, 2017 in Deep Learning for Natural Language Processing
Tweet Tweet  Share Share
La..."
pdf1379.pdf,https://www.codingninjas.com/codestudio/library/smoothing-in-nlp,Overview of different types of Smoothing #L2.3,Smoothing refers to the technique we use to adjust the probabilities used in the model so that our model can perform more accurately and even handle the words absent in the training set.
